MEDV,id
2.052,680
2.134,681
1.836,682
1.784,683
2.192,684
1.831,685
1.571,686
1.578,687
1.617,688
1.521,689
1.449,690
1.799,691
1.791,692
1.599,693
1.614,694
1.704,695
1.375,696
1.784,697
1.552,698
1.609,699
1.673,700
3.4,701
4.31,702
3.011,703
2.419,704
1.625,705
2.992,706
3.155,707
2.168,708
2.181,709
1.703,710
2.75,711
1.841,712
1.6,713
1.75,714
1.975,715
1.5,716
2.056,717
1.703,718
1.909,719
1.969,720
1.74,721
1.702,722
1.809,723
1.505,724
1.671,725
1.489,726
1.964,727
1.911,728
1.875,729
1.806,730
1.828,731
1.793,732
1.794,733
2.103,734
1.923,735
1.981,736
1.962,737
1.816,738
1.869,739
1.883,740
1.84,741
1.847,742
1.799,743
1.672,744
1.654,745
1.54,746
1.535,747
1.354,748
1.583,749
2.407,750
1.807,751
2.306,752
2.108,753
1.653,754
2.542,755
3.326,756
3.5,757
1.612,758
1.793,759
1.543,760
1.618,761
1.619,762
1.654,763
1.666,764
1.497,765
1.621,766
1.526,767
1.952,768
1.906,769
1.938,770
2.006,771
1.5,772
1.853,773
1.727,774
1.741,775
1.944,776
2.067,777
2.045,778
1.75,779
1.375,780
1.872,781
1.736,782
1.63,783
3.316,784
1.976,785
1.979,786
2.281,787
1.895,788
1.842,789
1.809,790
1.72,791
1.779,792
1.731,793
1.726,794
1.821,795
1.795,796
1.76,797
1.926,798
1.827,799
1.349,800
1.576,801
1.909,802
1.582,803
3.5,804
1.582,805
1.461,806
2.267,807
1.987,808
2.212,809
2.085,810
2.042,811
1.932,812
2.095,813
1.649,814
1.614,815
1.87,816
1.904,817
1.566,818
1.573,819
1.681,820
1.776,821
2.089,822
1.692,823
1.639,824
1.647,825
1.569,826
1.688,827
1.741,828
2.065,829
2.039,830
2.17,831
1.596,832
1.598,833
1.543,834
1.496,835
1.886,836
2.385,837
2.353,838
2.614,839
2.344,840
2.317,841
1.563,842
2.22,843
2.544,844
2.443,845
2.47,846
2.365,847
1.514,848
2.137,849
2.436,850
2.125,851
2.147,852
2.132,853
2.56,854
2.375,855
1.781,856
2.318,857
1.479,858
1.917,859
2.476,860
2.835,861
2.169,862
2.825,863
2.956,864
2.818,865
2.698,866
2.312,867
3.183,868
2.534,869
2.782,870
3,871
2.735,872
2.234,873
2.145,874
2.202,875
2.403,876
1.58,877
2.242,878
1.772,879
2.161,880
2.697,881
2.312,882
1.625,883
2.54,884
1.962,885
1.894,886
2.208,887
2.138,888
4.429,889
3.334,890
3.524,891
3.053,892
2.596,893
2.489,894
3.56,895
2.36,896
2.188,897
2.28,898
2.359,899
2.032,900
1.97,901
2.364,902
2.232,903
2.227,904
2.25,905
2.401,906
2.279,907
2.686,908
2.751,909
2.563,910
3.324,911
2.876,912
2.989,913
2.876,914
2.222,915
2.326,916
2.583,917
2.309,918
1.969,919
2.235,920
2.239,921
2.435,922
4.511,923
5.00001,924
1.931,925
2.644,926
2.469,927
3.373,928
2.848,929
2.173,930
2.917,931
2.238,932
2.231,933
2.113,934
2.185,935
1.563,936
2.482,937
1.86,938
1.782,939
1.904,940
2.103,941
2.08,942
1.833,943
2.457,944
2.422,945
1.817,946
2.994,947
2.195,948
2.318,949
2.213,950
2.138,951
2.06,952
2.711,953
3.365,954
3.156,955
5.00001,956
2.854,957
3.23,958
2.919,959
2.256,960
2.596,961
2.629,962
2.573,963
2.592,964
3.397,965
3.372,966
3.341,967
3.115,968
2.969,969
2.479,970
3.004,971
3.324,972
3.898,973
2.33,974
2.385,975
2.333,976
2.313,977
4.758,978
3.932,979
2.472,980
2.294,981
2.825,982
3.006,983
2.932,984
2.785,985
3.529,986
4,987
3.75,988
3.137,989
1.393,990
3.275,991
4.306,992
1.25,993
4.5,994
2.002,995
1.924,996
4.188,997
2.168,998
2.155,999
2.277,1000
1.844,1001
1.584,1002
1.746,1003
1.684,1004
1.884,1005
2.567,1006
1.838,1007
1.834,1008
1.775,1009
1.869,1010
2.389,1011
1.725,1012
1.792,1013
2.044,1014
2.094,1015
2.642,1016
3.5,1017
1.998,1018
2.11,1019
2.011,1020
1.93,1021
2.45,1022
1.176,1023
0.979,1024
1.406,1025
1.209,1026
1.19,1027
1.292,1028
0.991,1029
1.089,1030
1.117,1031
0.689,1032
0.964,1033
1.167,1034
1.238,1035
0.979,1036
1.298,1037
1.213,1038
1.072,1039
1.219,1040
1.134,1041
0.991,1042
1.03,1043
1.142,1044
1.441,1045
1.286,1046
1.572,1047
1.185,1048
1.167,1049
1.348,1050
1.099,1051
1.443,1052
1.236,1053
1.126,1054
1.073,1055
1.178,1056
0.899,1057
1.023,1058
0.873,1059
1.426,1060
1.531,1061
1.266,1062
1.183,1063
1.47,1064
0.781,1065
0.858,1066
0.845,1067
1.375,1068
0.889,1069
1.202,1070
0.745,1071
0.851,1072
1.303,1073
1.252,1074
1.114,1075
0.97,1076
1.226,1077
1.163,1078
1.792,1079
0.858,1080
0.948,1081
2,1082
1.125,1083
0.69,1084
0.55,1085
0.779,1086
0.988,1087
0.787,1088
0.813,1089
0.603,1090
0.663,1091
1.167,1092
1.597,1093
1.392,1094
0.896,1095
1.531,1096
0.875,1097
1.586,1098
0.951,1099
0.938,1100
0.953,1101
1.413,1102
0.675,1103
0.73,1104
1.196,1105
0.932,1106
1.179,1107
0.972,1108
0.976,1109
0.953,1110
1.077,1111
1.029,1112
0.883,1113
0.865,1114
0.58,1115
0.84,1116
0.895,1117
0.934,1118
1.152,1119
1.057,1120
0.973,1121
1.086,1122
1.049,1123
1.102,1124
1.038,1125
0.808,1126
0.873,1127
0.855,1128
0.85,1129
0.935,1130
0.967,1131
1.097,1132
0.858,1133
0.928,1134
0.705,1135
1.218,1136
1.026,1137
1.012,1138
1.683,1139
1.261,1140
0.838,1141
0.926,1142
1.112,1143
0.875,1144
0.875,1145
0.947,1146
0.625,1147
0.833,1148
0.857,1149
0.795,1150
0.536,1151
0.652,1152
0.841,1153
1.423,1154
0.938,1155
0.908,1156
0.918,1157
0.975,1158
0.912,1159
0.738,1160
0.864,1161
0.621,1162
0.722,1163
0.576,1164
0.583,1165
0.517,1166
0.579,1167
0.531,1168
0.561,1169
0.58,1170
0.567,1171
0.576,1172
0.633,1173
0.598,1174
0.652,1175
0.425,1176
0.451,1177
0.394,1178
0.503,1179
0.538,1180
0.539,1181
0.418,1182
0.889,1183
0.826,1184
0.636,1185
0.594,1186
0.606,1187
0.571,1188
0.49,1189
0.804,1190
0.962,1191
0.6,1192
0.613,1193
0.738,1194
0.863,1195
0.864,1196
0.846,1197
0.735,1198
0.562,1199
0.57,1200
0.639,1201
0.56,1202
0.63,1203
0.855,1204
0.813,1205
0.576,1206
0.594,1207
0.819,1208
0.821,1209
1.16,1210
1.161,1211
0.949,1212
0.922,1213
0.799,1214
1.33,1215
1.226,1216
0.904,1217
0.932,1218
1.259,1219
1.331,1220
1.306,1221
1.04,1222
1.016,1223
0.926,1224
1.223,1225
1.125,1226
0.866,1227
0.774,1228
0.919,1229
1.009,1230
0.947,1231
0.848,1232
1.399,1233
1.214,1234
1.558,1235
1.115,1236
1.235,1237
1.137,1238
1.038,1239
1.083,1240
0.775,1241
0.658,1242
0.675,1243
0.592,1244
0.72,1245
0.928,1246
1.125,1247
0.75,1248
1.08,1249
0.655,1250
0.615,1251
0.627,1252
0.688,1253
0.691,1254
0.758,1255
0.75,1256
1.125,1257
1.924,1258
2.094,1259
1.838,1260
1.891,1261
1.565,1262
1.688,1263
1.628,1264
1.729,1265
1.297,1266
2.135,1267
1.194,1268
1.311,1269
1.254,1270
1.514,1271
2.631,1272
1.871,1273
1.567,1274
1.863,1275
1.525,1276
2.414,1277
3.409,1278
1.544,1279
2.539,1280
1.094,1281
1.051,1282
1.285,1283
0.938,1284
0.991,1285
0.964,1286
1.27,1287
0.875,1288
1.339,1289
1.468,1290
1.247,1291
1.102,1292
1.308,1293
1.745,1294
1.681,1295
1.704,1296
1.508,1297
1.652,1298
0.935,1299
1.134,1300
0.973,1301
1.31,1302
1.334,1303
1,1304
1.036,1305
1.453,1306
1.524,1307
1.459,1308
1.425,1309
0.758,1310
1.261,1311
1.426,1312
1.647,1313
1.085,1314
1.786,1315
1.647,1316
1.225,1317
1.795,1318
2.051,1319
1.586,1320
0.902,1321
0.675,1322
0.994,1323
1.014,1324
0.877,1325
0.87,1326
0.946,1327
1.818,1328
1.178,1329
1.403,1330
1.5,1331
1.344,1332
1.519,1333
1.652,1334
1.617,1335
1.705,1336
1.742,1337
1.441,1338
1.639,1339
1.039,1340
1.222,1341
1.36,1342
1.565,1343
0.992,1344
1.106,1345
1.622,1346
1.775,1347
1.66,1348
1.608,1349
1.548,1350
1.431,1351
0.871,1352
0.953,1353
1.007,1354
1.139,1355
1.002,1356
1.25,1357
1.298,1358
0.835,1359
1.398,1360
0.985,1361
1.569,1362
1.659,1363
1.339,1364
2.25,1365
1.66,1366
1.448,1367
1.783,1368
1.393,1369
1.508,1370
1.961,1371
1.161,1372
1.294,1373
1.664,1374
1.265,1375
1.357,1376
1.724,1377
1.137,1378
1.597,1379
1.563,1380
2.042,1381
2.126,1382
1.999,1383
2.054,1384
2.067,1385
2.877,1386
2.452,1387
2.941,1388
2.973,1389
2.11,1390
2.254,1391
2.696,1392
2.282,1393
2.355,1394
1.669,1395
1.861,1396
2.118,1397
1.971,1398
1.896,1399
2.66,1400
1.864,1401
1.9,1402
2.43,1403
2.356,1404
1.962,1405
1.82,1406
1.694,1407
1.793,1408
2.357,1409
2.051,1410
2.208,1411
2.332,1412
2.321,1413
2.657,1414
2.479,1415
2.732,1416
0.911,1417
1.345,1418
1.362,1419
2.5,1420
0.875,1421
1.375,1422
1.364,1423
0.75,1424
1.563,1425
1.406,1426
1.783,1427
1.759,1428
1.399,1429
1.382,1430
1.782,1431
1.693,1432
1.619,1433
1.666,1434
1.489,1435
1.655,1436
1.94,1437
2.269,1438
2.028,1439
2.115,1440
1.655,1441
1.617,1442
1.923,1443
1.932,1444
1.84,1445
2.172,1446
1.82,1447
1.613,1448
1.61,1449
1.449,1450
2.595,1451
2.105,1452
2.441,1453
1.848,1454
2.292,1455
1.961,1456
2.041,1457
2.402,1458
2.311,1459
2.132,1460
2.072,1461
1.841,1462
1.79,1463
1.907,1464
1.678,1465
2.467,1466
1.267,1467
2.604,1468
2.006,1469
2.674,1470
2.659,1471
2.062,1472
1.71,1473
1.511,1474
1.609,1475
1.667,1476
1.063,1477
1.125,1478
1.51,1479
1.518,1480
1.598,1481
1.657,1482
1.75,1483
1.82,1484
1.908,1485
2.982,1486
3.051,1487
1.625,1488
2.205,1489
2.083,1490
2.023,1491
2.37,1492
2.131,1493
3.223,1494
2.671,1495
2.68,1496
2.736,1497
3.392,1498
3.302,1499
1.631,1500
2.314,1501
2.278,1502
1.971,1503
1.446,1504
2.793,1505
3.448,1506
2.665,1507
1.849,1508
2.347,1509
3.512,1510
3.588,1511
3.677,1512
2.753,1513
2.328,1514
2.161,1515
1.143,1516
2.26,1517
2.521,1518
2.25,1519
2.5,1520
2.649,1521
2.598,1522
2.925,1523
3.068,1524
3.069,1525
2.668,1526
2.839,1527
2.88,1528
2.688,1529
2.633,1530
3.409,1531
3.975,1532
2.71,1533
3.357,1534
3.106,1535
3.491,1536
3.212,1537
2.758,1538
3.562,1539
3.127,1540
3.906,1541
4.694,1542
2.582,1543
2.603,1544
2.75,1545
3.5,1546
2.5,1547
2.66,1548
2.698,1549
1.572,1550
3.435,1551
2.961,1552
3.125,1553
3.458,1554
3.437,1555
3.591,1556
4.034,1557
3.56,1558
3.692,1559
3.413,1560
3.567,1561
4.251,1562
3.561,1563
4.614,1564
4.324,1565
4.347,1566
3.5,1567
3.819,1568
3.246,1569
3.993,1570
4.438,1571
3.866,1572
2.564,1573
2,1574
5.00001,1575
2.948,1576
1.885,1577
3.593,1578
3.587,1579
2.873,1580
4.414,1581
4.94,1582
5.00001,1583
5.00001,1584
3.982,1585
5.00001,1586
5.00001,1587
3.72,1588
3.513,1589
4.504,1590
3.822,1591
5.00001,1592
2.944,1593
5.00001,1594
4.553,1595
4.065,1596
3.103,1597
2.795,1598
3.482,1599
4.333,1600
2.571,1601
3.5,1602
4.261,1603
3.944,1604
3.872,1605
0.994,1606
0.85,1607
1.027,1608
1.865,1609
1.55,1610
2.524,1611
2.063,1612
0.734,1613
3.671,1614
4.026,1615
3.142,1616
4.541,1617
5.00001,1618
4.165,1619
3.645,1620
3.699,1621
5.00001,1622
3.14,1623
3.899,1624
3.556,1625
3.702,1626
4.043,1627
3.542,1628
3.997,1629
4.345,1630
4.018,1631
4.232,1632
4.38,1633
4.75,1634
3.675,1635
3.781,1636
5.00001,1637
5.00001,1638
5.00001,1639
4.99,1640
2.042,1641
1.668,1642
2.137,1643
1.625,1644
5.00001,1645
5.00001,1646
5.00001,1647
4.854,1648
2.101,1649
1.947,1650
1.812,1651
2.854,1652
3.07,1653
3.536,1654
3.658,1655
4.277,1656
3.667,1657
2.374,1658
2.88,1659
3.294,1660
2.917,1661
3.204,1662
2.869,1663
3.126,1664
2.536,1665
2.051,1666
1.976,1667
1.985,1668
3.107,1669
1.711,1670
1.471,1671
1.557,1672
1.97,1673
2.037,1674
1.345,1675
1.502,1676
1.23,1677
1.477,1678
1.742,1679
1.789,1680
1.732,1681
1.754,1682
1.62,1683
1.911,1684
1.95,1685
1.933,1686
1.98,1687
2.432,1688
2.186,1689
1.848,1690
2.694,1691
2.356,1692
2.377,1693
1.705,1694
2.464,1695
2.403,1696
2.487,1697
2.729,1698
2.098,1699
2.01,1700
2.724,1701
1.84,1702
1.647,1703
2.274,1704
1.497,1705
1.9,1706
1.966,1707
1.914,1708
1.942,1709
1.85,1710
1.578,1711
1.643,1712
1.61,1713
1.711,1714
1.09,1715
1.708,1716
1.735,1717
1.628,1718
0.851,1719
1.75,1720
1.125,1721
2.125,1722
1.042,1723
0.804,1724
0.698,1725
0.813,1726
0.764,1727
0.686,1728
0.675,1729
1.313,1730
1.329,1731
1.1,1732
1.136,1733
1.122,1734
1.138,1735
1.341,1736
1.566,1737
1.588,1738
1.501,1739
1.308,1740
1.207,1741
1.294,1742
1.142,1743
0.972,1744
0.977,1745
1.103,1746
0.939,1747
1.078,1748
1.337,1749
1.828,1750
1.461,1751
1.208,1752
1.333,1753
1.036,1754
1.651,1755
2.108,1756
1.869,1757
1.446,1758
1.404,1759
1.408,1760
1.416,1761
1.391,1762
1.508,1763
1.341,1764
1.358,1765
1.426,1766
1.353,1767
1.334,1768
1.351,1769
1.117,1770
1.116,1771
1.146,1772
1.047,1773
1.433,1774
1.403,1775
1.455,1776
1.439,1777
1.052,1778
1.052,1779
0.956,1780
0.817,1781
0.79,1782
1.058,1783
0.729,1784
0.797,1785
0.716,1786
0.88,1787
0.843,1788
0.794,1789
1.216,1790
0.691,1791
0.379,1792
2.698,1793
2.745,1794
2.75,1795
0.95,1796
0.915,1797
0.861,1798
0.87,1799
0.842,1800
0.938,1801
0.94,1802
1.042,1803
1.868,1804
0.903,1805
1.115,1806
0.883,1807
1.121,1808
1.563,1809
1.406,1810
1.224,1811
1.291,1812
1.196,1813
1.678,1814
1.784,1815
1.778,1816
2.865,1817
2.534,1818
2.473,1819
2.677,1820
3.216,1821
2.882,1822
4.01,1823
3.04,1824
2.619,1825
0.225,1826
1.833,1827
2.201,1828
1.958,1829
1.869,1830
2.122,1831
2.39,1832
2.181,1833
2.004,1834
2.091,1835
2.172,1836
2.23,1837
1.417,1838
1.625,1839
3.114,1840
2.632,1841
2.62,1842
2.737,1843
2.349,1844
3.585,1845
3.337,1846
2.875,1847
3.244,1848
3.155,1849
3.312,1850
1.094,1851
0.858,1852
0.732,1853
0.684,1854
0.746,1855
0.783,1856
0.669,1857
1.059,1858
0.695,1859
1.224,1860
0.75,1861
1.036,1862
1.031,1863
1.527,1864
1.167,1865
0.711,1866
2.125,1867
1.875,1868
0.875,1869
0.922,1870
0.913,1871
1.734,1872
2,1873
0.846,1874
1.072,1875
1.148,1876
1.316,1877
1.042,1878
1.105,1879
1.368,1880
1.097,1881
0.993,1882
1.036,1883
1.185,1884
1.419,1885
0.858,1886
0.904,1887
0.869,1888
0.896,1889
3.134,1890
1.261,1891
1.266,1892
1.036,1893
0.961,1894
1.042,1895
1.072,1896
1.019,1897
0.944,1898
0.867,1899
1.008,1900
1.141,1901
1.078,1902
1.347,1903
1.625,1904
1.276,1905
1.097,1906
1.214,1907
1.177,1908
1.188,1909
0.976,1910
0.875,1911
1.26,1912
2.063,1913
4.375,1914
5.00001,1915
1.722,1916
1.634,1917
1.132,1918
1.273,1919
1.286,1920
1.282,1921
1.326,1922
1.193,1923
1.185,1924
1.201,1925
0.875,1926
0.955,1927
2.133,1928
2.396,1929
1.734,1930
2.289,1931
2.175,1932
1.975,1933
1.725,1934
1.989,1935
1.879,1936
1.866,1937
1.633,1938
1.769,1939
2.171,1940
1.808,1941
3.006,1942
1.701,1943
2.076,1944
2.028,1945
1.963,1946
2.306,1947
1.674,1948
1.846,1949
1.461,1950
1.283,1951
1.426,1952
1.205,1953
1.113,1954
1.216,1955
1.485,1956
1.083,1957
1.279,1958
1.286,1959
1.509,1960
1.381,1961
1.587,1962
1.413,1963
1.412,1964
1.087,1965
1.069,1966
0.947,1967
1.175,1968
1.517,1969
1.402,1970
1.322,1971
1.317,1972
1.366,1973
1.338,1974
1.264,1975
1.188,1976
1,1977
0.98,1978
1.156,1979
1.625,1980
1.707,1981
2.083,1982
1.188,1983
1.559,1984
1.414,1985
1.385,1986
0.567,1987
0.496,1988
0.475,1989
0.475,1990
0.448,1991
0.504,1992
0.567,1993
0.592,1994
0.53,1995
0.477,1996
0.433,1997
0.526,1998
0.469,1999
0.939,2000
0.903,2001
0.5,2002
0.564,2003
0.396,2004
0.75,2005
0.518,2006
0.612,2007
0.467,2008
0.438,2009
0.526,2010
0.541,2011
0.621,2012
0.675,2013
0.739,2014
0.53,2015
0.535,2016
0.528,2017
0.485,2018
0.578,2019
0.495,2020
0.513,2021
0.525,2022
0.344,2023
0.441,2024
0.453,2025
0.618,2026
0.444,2027
0.606,2028
0.498,2029
0.508,2030
0.585,2031
0.608,2032
0.526,2033
0.455,2034
0.521,2035
0.5,2036
0.931,2037
1.203,2038
0.625,2039
0.931,2040
1.179,2041
1.717,2042
1.216,2043
1.083,2044
1.538,2045
2.25,2046
0.659,2047
1.272,2048
0.895,2049
0.542,2050
1.514,2051
0.916,2052
0.704,2053
0.493,2054
0.883,2055
0.742,2056
0.923,2057
1.104,2058
0.58,2059
0.653,2060
0.895,2061
0.612,2062
0.928,2063
0.926,2064
0.667,2065
0.684,2066
0.96,2067
0.742,2068
0.813,2069
0.679,2070
0.783,2071
0.967,2072
0.72,2073
0.673,2074
0.488,2075
0.571,2076
0.556,2077
0.679,2078
0.542,2079
0.551,2080
0.669,2081
0.685,2082
0.692,2083
0.584,2084
0.571,2085
0.784,2086
0.561,2087
0.45,2088
0.59,2089
0.613,2090
0.513,2091
0.52,2092
0.466,2093
0.498,2094
0.506,2095
0.534,2096
0.455,2097
0.491,2098
0.56,2099
0.546,2100
0.494,2101
0.691,2102
0.628,2103
0.701,2104
0.483,2105
0.508,2106
0.596,2107
0.556,2108
0.513,2109
0.542,2110
0.554,2111
0.587,2112
0.528,2113
0.598,2114
0.445,2115
0.69,2116
0.747,2117
0.713,2118
0.869,2119
0.647,2120
0.679,2121
0.875,2122
0.883,2123
0.72,2124
0.877,2125
0.82,2126
0.759,2127
0.746,2128
0.788,2129
0.857,2130
0.847,2131
0.814,2132
0.55,2133
0.664,2134
0.728,2135
0.715,2136
0.692,2137
0.875,2138
0.73,2139
0.769,2140
